Q9NXB0	MKS1
B3KQM6	Ubiquitin-like modifier-activating enzyme ATG7 {ECO:0000256|RuleBase:RU366022}
Q5TFQ8	SIRPB1
Q8NCG5	CHST4
W4VSQ9	TRIP10
Q8IUZ0	LRRC49
Q53G08	DNA replication complex GINS protein PSF2 variant {ECO:0000313|EMBL:BAD96843.1}
P02511	CRYAB
P0DJI8	SAA1
P0DJI9	SAA2
H0YF32	RPS3
Q53G47	LUC7-like isoform b variant {ECO:0000313|EMBL:BAD96804.1}
Q53FS6	TNF receptor-associated protein 1 variant {ECO:0000313|EMBL:BAD96925.1}
P98175	RBM10
D6RI00	CCND3
P98177	FOXO4
Q3ZCQ8	TIMM50
Q53G44	IFI44L
O43731	KDELR3
P98179	RBM3
Q53G49	Ribosomal protein L19 {ECO:0000256|RuleBase:RU000574}
O43734	TRAF3IP2
Q2MD40	BASH
B3KR02	HCG2045906, isoform CRA_c {ECO:0000313|EMBL:EAW90175.1}
P15822	HIVEP1
O43739	CYTH3
Q53G42	mRNA decapping enzyme variant {ECO:0000313|EMBL:BAD96809.1}
Q08188	TGM3
Q95460	MR1
P02549	SPTA1
Q8NCF5	NFATC2IP
P01215	CGA
B4DX44	ZNF736
P02545	LMNA
B4DWS5	cDNA FLJ57639, highly similar to Brix domain-containing protein 1 {ECO:0000313|EMBL:BAG63137.1}
H0YEU2	RPS3
P01213	PDYN
P98182	ZNF200
H0YEU5	RBBP4
P01210	PENK
Q53G35	Phosphoglycerate mutase {ECO:0000256|RuleBase:RU004511}
A0A386NC62	TP53
Q08174	PCDH1
Q53FR4	Vacuolar protein sorting 35 variant {ECO:0000313|EMBL:BAD96938.1}
Q8IUX7	AEBP1
O43741	PRKAB2
Q08170	SRSF4
Q53FR7	Nucleolar protein NOP52 variant {ECO:0000313|EMBL:BAD96935.1}
O43745	CHP2
O43749	OR1F1
A1A5B4	ANO9
Q53FR0	Serine/threonine-protein phosphatase {ECO:0000256|RuleBase:RU004273}
O43747	AP1G1
H0YET8	EMSY
Q8NCE0	TSEN2
P27816	MAP4
P02538	KRT6A
P27815	PDE4A
B4DWT5	cDNA FLJ50720, highly similar to Homo sapiens tropomyosin 3 (TPM3), transcript variant 2, mRNA {ECO:
Q8NCE2	MTMR14
P02533	KRT14
Q8IUX1	TMEM126B
H0YF56	PACS1
P98194	ATP2C1
F6VDE0	SMARCA2
P98196	ATP11A
Q8IUX4	APOBEC3F
F8VZ70	SMARCD1
P98153	DGCR2
P98155	VLDLR
Q8IV01	SYT12
Q8IV04	TBC1D10C
O43711	TLX3
O43716	GATC
O43715	TRIAP1
H0YF05	GTPBP2
B3KQH1	cDNA FLJ90452 fis, clone NT2RP3001475, highly similar to Splicing factor 3B subunit 3 {ECO:0000313|E
H3BR99	SNAP23
Q13568-3	IRF5
O43719	HTATSF1
P62195	PSMC5
B3KQH8	cDNA FLJ90476 fis, clone NT2RP3002737, highly similar to Potassium voltage-gated channel subfamily K
B3KQH9	cDNA FLJ90484 fis, clone NT2RP3003000, highly similar to Voltage-dependent T-type calcium channel su
C9JW96	PHB
P98161	PKD1
P98160	HSPG2
P98164	LRP2
Q8NBZ0	INO80E
C9J4W5	EIF5A2
P98168	ZXDA
Q8IUN7	ADH6
Q8IUN9	CLEC10A
Q3V6T2	CCDC88A
H0YEN4	NUP98
H3BQY9	SNAP23
Q53FC8	Origin recognition complex subunit 5 isoform 1 variant {ECO:0000313|EMBL:BAD97081.1}
C9J578	SMC4
Q32P28	P3H1
P98170	XIAP
Q71V34	Cytokine-inducible inhibitor of signalling type IV {ECO:0000313|EMBL:AAQ13420.1}
P98172	EFNB1
P98171	ARHGAP4
P98174	FGD1
Q32P42	RAD50
Q71V07	Signal recognition particle subunit SRP72 {ECO:0000256|PIRNR:PIRNR038922}
Q8IUM7	NPAS4
H6U5S5	Truncated p53 protein {ECO:0000313|EMBL:AEY81369.1}
H6U5S2	Cellular tumor antigen p53 {ECO:0000256|RuleBase:RU003304}
H7BZM7	ZPR1
B4DX08	cDNA FLJ58784, highly similar to T-complex protein 1 subunit epsilon {ECO:0000313|EMBL:BAG63220.1}
H6U5S4	Cellular tumor antigen p53 {ECO:0000256|RuleBase:RU003304}
H6U5S3	Cellular tumor antigen p53 {ECO:0000256|RuleBase:RU003304}
H3BR79	OGFOD1
Q53FF5	p47 protein isoform a variant {ECO:0000313|EMBL:BAD97054.1}
H3BQV3	COG8
H3BR70	PKM
H0YF22	RCOR3
Q32P51	HNRNPA1L2
P49190	PTH2R
Q8IUL1	F5
Q8NC96	NECAP1
O43704	SULT1B1
Q8IUK8	CBLN2
O43709	BUD23
Q53FE8	cDNA FLJ36526 fis, clone TRACH2003347, highly similar to NSFL1 cofactor p47 {ECO:0000313|EMBL:BAG527
O43707	ACTN4
H3BQW6	NAE1
H3BR89	CNOT1
B4DX16	cDNA FLJ58295, highly similar to Serine/threonine-protein kinase 6 {ECO:0000313|EMBL:BAG63228.1}
H0YEP9	EMSY
H0YF10	RBBP4
Q32P44	EML3
H0YF11	MSH5-SAPCD1
Q5NV84	V1-3
Q5NV85	V2-8
Q5NV86	V1-20
Q5NV87	V4-6
Q53FI1	L-plastin variant {ECO:0000313|EMBL:BAD97025.1}
Q5NV89	V1-7
Q8IV45	UNC5CL
Q8IV48	ERI1
H0YEJ9	TEAD1
B4DWI9	cDNA FLJ50898, highly similar to DNA-(apurinic or apyrimidinic site) lyase 2 {ECO:0000313|EMBL:BAG63
Q5NV80	V3-2
Q5NV81	V1-16
Q5NV82	V4-2
Q5NV83	V3-3
Q71UU0	GABA subunit A receptor alpha 6 {ECO:0000313|EMBL:AAD19830.1}
D6RHE8	SEC31A
Q6ZS27	ZNF662
Q6P3R8	NEK5
C9JW55	NAA10
Q6ZRQ5	MMS22L
A1A584	TNFAIP2
Q53FH6	Mitogen-activated protein kinase kinase 1 interacting protein 1 variant {ECO:0000313|EMBL:BAD97031.1
Q8IUR0	TRAPPC5
Q6ZRS2	SRCAP
Q8IUR6	CREBRF
Q8IUR7	ARMC8
Q8IV38	ANKMY2
Q5NV90	V2-17
Q5NV91	V2-19
Q5NV92	V5-6
H7BZP7	PRICKLE3
Q6P3S1	DENND1B
Q6P441	THOC2
P62166	NCS1
B3KQE3	cDNA FLJ90319 fis, clone NT2RP2001538, highly similar to Paired amphipathic helix protein Sin3a {ECO
B3KQE6	cDNA FLJ90340 fis, clone NT2RP2002564, highly similar to Zinc finger protein 212 {ECO:0000313|EMBL:B
Q71UV9	Protein kinase C eta {ECO:0000313|EMBL:AAD12779.1}
Q53FG6	Splicing factor 3b, subunit 4 variant {ECO:0000313|EMBL:BAD97042.1}
Q6P3S6	FBXO42
Q53FG5	DNA helicase {ECO:0000256|SAAS:SAAS00536514}
D6RHD2	SPRY1
Q6PUV4	CPLX2
Q5NV62	V3-4
Q5NV64	V2-11
Q8IUQ0	CLVS1
Q5NV65	V1-5
Q5NV66	V1-9
Q5NV67	V1-11
A1A4Z5	TRPC7
Q5NV68	V4-1
Q8IUQ4	SIAH1
Q5NV69	V1-13
Q53FK0	DNA mismatch repair protein {ECO:0000256|PIRNR:PIRNR005813}
H3BQQ9	UBE2I
H0YEL9	NARS2
Q5NV61	V5-1
B4DWK9	cDNA FLJ50718, highly similar to Acetyl-CoA carboxylase 1 {ECO:0000313|EMBL:BAG63071.1}
B3KQF0	cDNA FLJ90354 fis, clone NT2RP2003390, highly similar to Translocation protein SEC63 homolog {ECO:00
B4DWK2	cDNA FLJ60360, highly similar to Breast cancer anti-estrogen resistance protein 3 {ECO:0000313|EMBL:
H3BQR2	NUBP2
H3BR36	AP1G1
H0YEM7	ATG13
Q71V48	IL2
C9JVV6	STAT5A
C9J544	PWP2
Q71US4	eIF-2B-delta-like protein {ECO:0000313|EMBL:AAQ13438.1}
Q56P42	PYDC2
Q5NV75	V2-15
A1A4Y4	IRGM
Q5NV79	V5-4
C9J4U1	KPNA1
H7BZR6	PSMD1
P62191	PSMC1
Q8IV16	GPIHBP1
Q8IV17	SCTR
H0YEL3	TCIRG1
H3BR42	BLOC1S6
H0YEL4	EED
C9JVW8	ATP6V1A
Q71UT7	Thrombin receptor {ECO:0000313|EMBL:AAC25993.1}
Q6ZS17	RIPOR1
Q6ZRP7	QSOX2
P48051	KCNJ6
P48052	CPA2
P48058	GRIA4
Q6P2D0	ZFP1
Q12947	FOXF2
Q12948	FOXC1
Q0D2M5	SNW1
H0YDD4	DLAT
Q0D2M6	SRP72
Q12946	FOXF1
P48050	KCNJ4
Q0D2M2	HIST1H2BC
P61020	RAB5B
Q8NB16	MLKL
P61024	CKS1B
Q9BZI7	UPF3B
H3BPN4	EDC3
Q32NF0	TSC1
A0A386NCA6	TP53
P61026	RAB10
P48048	KCNJ1
C9JUN4	PRPSAP1
Q12950	FOXD4
Q12955	ANK3
P48047	ATP5PO
Q12952	FOXL1
Q12959	DLG1
H7BZ35	DARS1
A4FU11	RPS4Y1
Q6P2E9	EDC4
Q8NB12	SMYD1
Q8NAP3	ZBTB38
Q9BZH6	WDR11
P48039	MTNR1A
B3KSE4	cDNA FLJ36076 fis, clone TESTI2019760, highly similar to TRANSCRIPTIONAL REPRESSOR CTCF {ECO:0000313
P49368	CCT3
P50395	GDI2
Q12962	TAF10
P25398	RPS12
Q12965	MYO1E
P25391	LAMA1
P49366	DHPS
P50391	NPY4R
D6RGY2	CANX
Q0D2K3	RIPPLY1
Q12967	RALGDS
Q9BZG8	DPH1
H0YDF3	ELP1
Q12968	NFATC3
P62380	TBPL1
H0YDF4	NUP98
H0YDF9	SCRIB
Q9BZG1	RAB34
C9JUP7	VCP
P12081	HARS
Q9UQB3	CTNND2
H0YDG0	NPEPPS
Q9UQB9	AURKC
Q9UQB8	BAIAP2
Q12972	PPP1R8
H7BYT1	CSNK1D
P49356	FNTB
Q0D2J5	ZNF763
P24071	FCAR
P49354	FNTA
Q12974	PTP4A2
P48023	FASLG
Q9BZF9	UACA
Q6P2C8	MED27
Q12979	ABR
Q8NAN2	MIGA1
H0YDE9	AP2A2
Q6UB35	MTHFD1L
B4DYL7	cDNA FLJ58490, highly similar to Homo sapiens CCR4-NOT transcription complex, subunit 1 (CNOT1), tra
Q9UQC2	GAB2
Q9BZF1	OSBPL8
Q9UQC1	HSP70-1
A0A386NCB1	TP53
B3KSG0	cDNA FLJ36142 fis, clone TESTI2025006, highly similar to Homo sapiens myo-inositol 1-phosphate synth
E2GH16	TCF7L2
B3KSG5	cDNA FLJ36162 fis, clone TESTI2025920 {ECO:0000313|EMBL:BAG52727.1}
B3KSG7	cDNA FLJ36171 fis, clone TESTI2026215, highly similar to Homo sapiens two pore segment channel 1 (TP
Q9UQC9	CLCA2
Q12980	NPRL3
Q0D2I8	GSTM2
Q12983	BNIP3
Q6P2H7	DYNC1H1
Q9UPZ9	ICK
Q12981	BNIP1
Q0P5T0	TMSB4X
Q12982	BNIP2
Q6P2H3	CEP85
Q8NAU1	FNDC5
Q12988	HSPB3
Q12986	NFX1
P51668	UBE2D1
Q8NB66	UNC13C
P51665	PSMD7
Q6P2H9	CD40
P62310	LSM3
Q9BZM6	ULBP1
Q9BZM5	ULBP2
C9J3G1	CHN1
Q5DX21	IGSF11
H3BPJ0	SNAP23
P62508-3	ESRRG
P62316	SNRPD2
P62318	SNRPD3
P62312	LSM6
Q9BZM4	ULBP3
Q9BZM3	GSX2
P62314	SNRPD1
Q9BZM2	PLA2G2F
Q9BZM1	PLA2G12A
P51671	CCL11
H7BZ72	NOP58
P51674	GPM6A
Q0D2H9	GOLGA8DP
B4DYF7	cDNA FLJ61472, highly similar to Piwi-like protein 3 {ECO:0000313|EMBL:BAG63719.1}
Q8NAT1	POMGNT2
Q12996	CSTF3
Q6UB98	ANKRD12
P51679	CCR4
Q8NB59	SYT14
P51677	CCR3
B4DYF2	Kinesin-like protein {ECO:0000256|RuleBase:RU000394}
Q9BZL6	PRKD2
Q8NB49	ATP11C
Q9BZL4	PPP1R12C
P62328	TMSB4X
P62324	BTG1
Q9BZL1	UBL5
Q3L8U1	CHD9
P51685	CCR8
P51684	CCR6
H3BPG7	CIAPIN1
P51681	CCR5
H7BYW5	PRKAR1B
H3BPG0	COX4I1
B4DYG5	cDNA FLJ60960, highly similar to Phosphatidylinositol 4-kinase alpha {ECO:0000313|EMBL:BAG63727.1}
H0YDB2	STIM1
Q8NB42	ZNF527
H7BYW9	RERE
H0YDB5	OSBPL9
P51686	CCR9
P51689	ARSD
P62330	ARF6
Q56NI9	ESCO2
P62333	PSMC6
C9JUL9	SRRT
Q9BZK7	TBL1XR1
P61006	RAB8A
H7BZ91	CDC45
P61009	SPCS3
Q0P685	EYA3
P51693	APLP1
H7BZ92	ATG7
P51690	ARSE
P51692	STAT5B
B4DYH5	cDNA FLJ50094, highly similar to Beta klotho {ECO:0000313|EMBL:BAG63737.1}
P48061	CXCL12
P62341	SELENOT
P61011	SRP54
B3KSC2	cDNA FLJ35979 fis, clone TESTI2013545, highly similar to Protein farnesyltransferase subunit beta {E
P48059	LIMS1
Q9BZJ0	CRNKL1
H7BYY1	TPM1
P61019	RAB2A
C9JUM1	ACTB
P61018	RAB4B
Q08043	ACTN3
H3BPE4	EIF3C
P24001	IL32
Q9UPV9	TRAK1
B4DYA3	cDNA FLJ52290, highly similar to F-box only protein 25 {ECO:0000313|EMBL:BAG63665.1}
H7BYY8	PES1
P13349	MYF5
P14678	SNRPB
P12018	VPREB1
P14679	TYR
Q9BZA8	PCDH11Y
Q9BZA7	PCDH11X
P52954	LBX1
H3BPE3	EIF3C
P52951	GBX2
P38646	HSPA9
P52952	NKX2-5
Q8NAH0	HEL-S-82p
Q66GS9	CEP135
P27986	PIK3R1
P27987	ITPKB
P02686	MBP
P25325	MPST
Q9UQ80	PA2G4
Q9UPW0	FOXJ3
Q9UPW6	SATB2
P52961	ART1
H3BPF8	GOLGA8S
P01350	GAST
Q9UPW5	AGTPBP1
Q9UQ84	EXO1
H3BPF6	PFDN5
H0YCZ6	TEAD1
Q9UQ88	CDK11A
Q9UPW8	UNC13A
P51636	CAV2
B4DYB1	cDNA FLJ60956, highly similar to DNA-directed RNA polymerase I-associated factor 53 kDa subunit {ECO
C9JUG7	CAPZA2
H3BPF2	RSL24D1
Q8NAG3	cDNA FLJ35393 fis, clone SKNSH2000971, highly similar to TROPOMYOSIN, CYTOSKELETAL TYPE {ECO:0000313
Q9UQ90	SPG7
P02679	FGG
P01344	IGF2
P02675	FGB
Q9UPX8	SHANK2
B4DYC8	cDNA FLJ52361, highly similar to T-complex protein 1 subunit epsilon {ECO:0000313|EMBL:BAG63690.1}
P26641	EEF1G
Q9UPX6	MINAR1
P26640	VARS
L8E7R7	CRKL
B4DYC7	cDNA FLJ59638, moderately similar to Ataxin-3 {ECO:0000313|EMBL:BAG63689.1}
P51649	ALDH5A1
P51648	ALDH3A2
H3BPC1	STOML1
P14652	HOXB2
P14653	HOXB1
Q6P1X5	TAF2
P26639	TARS1
L8E7S3	RBPJ
Q9UPY5	SLC7A11
Q9UPY3	DICER1
Q3ZAQ7	VMA21
P01375	TNF
P01374	LTA
B4DYD9	cDNA FLJ61465, highly similar to Homo sapiens vacuolar protein sorting 37C (VPS37C), mRNA {ECO:00003
Q9UPY8	MAPRE3
P26651	ZFP36
Q9UPY6	WASF3
P40939	HADHA
P40938	RFC3
P40937	RFC5
P51659	HSD17B4
C9J3F8	VPS41
P51654	GPC3
P12004	PCNA
P14672	SLC2A4
L8E7R1	RELN
P62306	SNRPF
P40933	IL15
P62308	SNRPG
P25311	AZGP1
P62304	SNRPE
Q9UPZ3	HPS5
P0CI01	SPDYE6
P24043	LAMA2
Q9UPR0	PLCL2
B1AA15	HCCS1
Q2YDX2	ZNF516
B1AA16	HCCS1
Q9UQ35	SRRM2
Q9UPR5	SLC8A2
B1AA17	HCCS1
H0YCW1	FNTA
Q9UPR3	SMG5
Q12904	AIMP1
A7REI1	GFAP kappa {ECO:0000313|EMBL:ABL14186.1}
Q12901	ZNF155
Q12907	LMAN2
Q12908	SLC10A2
Q12905	ILF2
Q0D2Q6	PGAM1
Q9BZE9	ASPSCR1
Q12906	ILF3
Q00994	BEX3
Q9BZE0	GLIS2
Q9BZE4	GTPBP4
Q9BZE3	BARHL1
Q9BZE1	MRPL37
L8E7Q0	IRF2
P49336	CDK8
H3BPA9	NUP93
P49335	POU3F4
H0YCV2	POLG
Q9UPS6	SETD1B
B3KS94	cDNA FLJ35791 fis, clone TESTI2005743, highly similar to ZINC FINGER PROTEIN 8 {ECO:0000313|EMBL:BAG
H0YD73	PSMD13
B3KS97	MAP2K2
Q09327	MGAT3
Q12912	LRMP
Q9BZD4	NUF2
Q12913	PTPRJ
Q9UPS8	ANKRD26
Q12918	KLRB1
P12074	COX6A1
Q00987	MDM2
P52926	HMGA2
Q9BZD1	Ewings sarcoma EWS-Fli1 (Type 1) oncogene {ECO:0000313|EMBL:AAK11227.1}
P36021	SLC16A2
P49327	FASN
Q5TE64	BCL2L1
P24046	GABRR1
A8MQT2	GOLGA8B
Q9UQ52	CNTN6
Q9UPT8	ZC3H4
Q9UPT6	MAPK8IP3
H0YCY3	TBC1D31
P49321	NASP
Q9UPT5	EXOC7
Q12926	ELAVL2
Q12923	PTPN13
Q9UPT9	USP22
P12035	KRT3
Q12929	EPS8
Q32ND9	IKBKB
P12034	FGF5
P12036	NEFH
Q9BZC7	ABCA2
Q8NAJ6	cDNA FLJ35251 fis, clone PROST2003635, weakly similar to MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE {
Q00975	CACNA1B
Q9BZC1	CELF4
P51606	RENBP
P51608	MECP2
H0YCY9	ABCD4
Q00978	IRF9
H0YCY7	RRM1
H7BZA8	RALGAPA2
P26678	PLN
Q9UPU5	USP24
Q9UPU3	SORCS3
Q9UPU9	SAMD4A
Q12933	TRAF2
Q12931	TRAP1
Q12934	BFSP1
P52945	PDX1
P13378	HOXD8
P51610	HCFC1
Q9BZB8	CPEB1
P52943	CRIP2
L8E7M9	IRAK1
P13385	TDGF1
P51617	IRAK1
P52948	NUP98
A0A1U9X7J2	Casein kinase II subunit beta {ECO:0000256|RuleBase:RU361268}
H7BZB3	CAD
Q9UPV0	CEP164
D3DPU2	CAP1
Q9BZZ5	API5
Q8IU65	DNAH8
Q7RTV2	GSTA5
Q9BZZ2	SIGLEC1
Q7RTV0	PHF5A
Q9UQP3	TNN
B3KS40	cDNA FLJ35406 fis, clone SKNSH2007429, highly similar to Ubiquitin carboxyl-terminal hydrolase BAP1 
P15927	RPA2
B3KRS1	Gamma-tubulin complex component {ECO:0000256|RuleBase:RU363050}
P15924	DSP
P15923	TCF3
B3KRS7	RuvB-like helicase {ECO:0000256|RuleBase:RU363048}
B3KS49	cDNA FLJ35478 fis, clone SMINT2007796, highly similar to Gelsolin {ECO:0000313|EMBL:BAG52611.1}
B4DY85	cDNA FLJ61463, highly similar to Zyxin {ECO:0000313|EMBL:BAG63647.1}
H0YDU4	NOP56
B4DY87	Succinate-CoA ligase subunit beta {ECO:0000256|RuleBase:RU361258}
Q9BZY9	TRIM31
H0YDU8	PPP5C
Q8IU60	DCP2
Q8NBB4	ZSCAN1
Q7RTU3	OLIG3
P03950	ANG
Q6ZQU3	cDNA FLJ46889 fis, clone UTERU3017995, highly similar to Homo sapiens likely ortholog of rat p47 (p4
Q7RTU4	BHLHA9
Q8IU54	IFNL1
P03951	F11
P03952	KLKB1
B4DXY2	Transcription initiation factor IIF subunit alpha {ECO:0000256|RuleBase:RU366044}
Q8IU57	IFNLR1
Q9UQQ2	SH2B3
P03956	MMP1
Q5TEJ8	THEMIS2
Q7LBC6	KDM3B
Q7RTU7	SCX
P27918	CFP
H0YE58	EEF1D
D6RGF4	ABCE1
B4DXX4	MCMDC2
Q9UQR1	ZNF148
Q9BZX2	UCK2
Q9UQR0	SCML2
B3KS60	cDNA FLJ35566 fis, clone SPLEN2005474, highly similar to Homo sapiens CCR4-NOT transcription complex
B3KRU0	cDNA FLJ34916 fis, clone NT2RP7001475, highly similar to Ankyrin repeat domain-containing protein 6 
P15907	ST6GAL1
O43896	KIF1C
O43895	XPNPEP2
B3KS64	cDNA FLJ35580 fis, clone SPLEN2006389, highly similar to FIBROMODULIN {ECO:0000313|EMBL:BAG52626.1}
P03923	MT-ND6
Q9BZX4	ROPN1B
O43897	TLL1
P03928	MT-ATP8
Q7RTT5	SSX7
Q9BZW8	CD244
Q6ZQQ6	WDR87
Q8N2H9-3	PELI3
Q53EL6	PDCD4
Q9BZW7	TSGA10
H0YE88	TEAD1
Q6ZR29	cDNA FLJ46702 fis, clone TRACH3014183 {ECO:0000313|EMBL:BAC87492.1}
Q7RTS1	BHLHA15
P15918	RAG1
Q9UQS6	Fibronectin {ECO:0000313|EMBL:AAD10853.1}
B3KRV2	cDNA FLJ34950 fis, clone NT2RP7017284, highly similar to Casein kinase I isoform epsilon {ECO:000031
Q53EL4	Nuclear receptor subfamily 4, group A, member 2 isoform a variant {ECO:0000313|EMBL:BAD97345.1}
H0YE72	EEF1D
Q7RTS9	DYM
Q7RTS7	KRT74
Q7RTS3	PTF1A
P52907	CAPZA1
D6RGH6	MCIDAS
B4DXZ6	FXR1
Q6ZQX7	LIAT1
Q6AI14	SLC9A4
Q53F02	Cleavage and polyadenylation specific factor 3, 73kDa variant {ECO:0000313|EMBL:BAD97207.1}
P03986	TRGC2
P40926	MDH2
Q7RTZ2	USP17L1
P40925	MDH1
P14635	CCNB1
P38606	ATP6V1A
Q9UQL6	HDAC5
B3KS06	cDNA FLJ35213 fis, clone PROST1000215, highly similar to Vacuolar protein sorting protein 53 {ECO:00
B3KRN7	MAEA
P02649	APOE
P02647	APOA1
A2NXD2	IGLV
B4DXS2	cDNA FLJ58340 {ECO:0000313|EMBL:BAG63484.1}
C9J3Y4	ICA1
A0A386NCU2	TP53
Q8IU99	CALHM1
L8E7W9	MBTPS1
P14649	MYL6B
P03999	OPN1SW
O43889	CREB3
B3KRP1	TLK1
Q9UQM3	Tubulin alpha chain {ECO:0000256|RuleBase:RU000352}
B3KRP3	Trehalase {ECO:0000256|RuleBase:RU361180}
P15976	GATA1
Q9UQM7	CAMK2A
Q7RTY9	PRSS41
B3KS08	cDNA FLJ35219 fis, clone PROST2000717, highly similar to Homo sapiens zinc finger protein interactin
P14651	HOXB3
B3KS07	cDNA FLJ35217 fis, clone PROST2000284, highly similar to MAP kinase-interactingserine/threonine-prot
H7BYF1	ATAD2B
P01308	INS
A4GXA9	EME2
B4DXT8	cDNA FLJ53851, highly similar to Origin recognition complex subunit 5 {ECO:0000313|EMBL:BAG63500.1}
H0YE19	OSBPL9
L8E7X6	TEP1
P01303	NPY
Q8IU85	CAMK1D
Q6ZQV4	cDNA FLJ46868 fis, clone UTERU3012414, highly similar to Guanine nucleotide-binding protein, alpha-1
P02671	FGA
Q7RTX7	CATSPER4
A0A386NCX4	TP53
Q53EQ3	Gamma-tubulin complex component {ECO:0000256|RuleBase:RU363050}
P14618	PKM
O43852	CALU
Q8IU89	CERS3
P14616	INSRR
Q7RTX0	TAS1R3
Q7RTX1	TAS1R1
Q9UQN3	CHMP2B
O43854	EDIL3
B3KS26	cDNA FLJ16813 fis, clone THYMU3030231, highly similar to Ribonucleoside-diphosphate reductase M2 sub
P15941	MUC1
B3KRQ8	DNA-directed RNA polymerase subunit beta {ECO:0000256|RuleBase:RU363031}
Q53F20	Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E variant {ECO:0000313|EMBL:BAD97189.
B3KS28	cDNA FLJ35355 fis, clone PUAEN2000152, moderately similar to N-terminal acetyltransferase C complexc
A0A384NPH0	Epididymis secretory sperm binding protein {ECO:0000313|EMBL:ADO22148.1}
B4DXU5	NR1H3
H0YDS0	UBQLN1
Q8IU80	TMPRSS6
B4DXU6	cDNA FLJ52174, highly similar to Homo sapiens ASF1 anti-silencing function 1 homolog B (S. cerevisia
B4DY66	cDNA FLJ58436, highly similar to Ubiquitin-like 1-activating enzyme E1A {ECO:0000313|EMBL:BAG63628.1
Q8IU81	IRF2BP1
H0YDS7	MSH5
P03971	AMH
Q53EP4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 {ECO:0000256|RuleBase:RU361
P03973	SLPI
Q53F19	NCBP3
A0A386NCW8	TP53
Q08050	FOXM1
P39905	GDNF
B3KRR1	cDNA FLJ34725 fis, clone MESAN2005958, highly similar to RNA-binding protein Luc7-like 2 {ECO:000031
Q6ZR87	cDNA FLJ46554 fis, clone THYMU3038970 {ECO:0000313|EMBL:BAC87427.1}
P14625	HSP90B1
Q7LBE3	SLC26A9
O43866	CD5L
O43865	AHCYL1
P15954	COX7C
Q53F10	UV excision repair protein RAD23 homolog B variant {ECO:0000313|EMBL:BAD97199.1}
O43869	OR2T1
P39900	MMP12
Q6ZQW0	IDO2
B3KS38	CDC25B
Q7RTW8	OTOA
H0YDR7	POLA2
P02656	APOC3
P02655	APOC2
Q53F09	Karyopherin alpha 3 variant {ECO:0000313|EMBL:BAD97200.1}
P02654	APOC1
B4DXV1	cDNA FLJ58642, highly similar to Homo sapiens elongation protein 3 homolog (ELP3), mRNA {ECO:0000313
P02652	APOA2
P27930	IL1R2
Q6AI02	DKFZp686P168
C9JUW1	UGP2
C9J3T3	STAG3
O43837	IDH3B
H3BPV7	KARS1
Q9UQH4	LDL receptor-related protein 6 {ECO:0000313|EMBL:AAD21410.1}
Q7RTN6	STRADA
B4DY04	cDNA FLJ51144, highly similar to 14-3-3 protein theta {ECO:0000313|EMBL:BAG63566.1}
Q9BZQ4	NMNAT2
Q9BZQ2	SHCBP1L
Q9BZQ8	NIBAN1
Q8NB91	FANCB
A4FU99	CLTCL1
O43849	PDE4C
H7BYJ3	CIT
O43847	NRDC
Q5IEC8	Netrin G1 isoform G1a {ECO:0000313|EMBL:AAW47407.1}
B4DY16	cDNA FLJ51385, highly similar to Ran GTPase-activating protein 1 {ECO:0000313|EMBL:BAG63578.1}
H3BPW9	EDC3
B4DXP9	cDNA FLJ52800, highly similar to Alpha-centractin {ECO:0000313|EMBL:BAG63461.1}
H0YDL2	WLS
Q5IEC3	NTNG1
B3KRK7	cDNA FLJ34488 fis, clone HLUNG2004388, highly similar to BCL-2 HOMOLOGOUS ANTAGONIST/KILLER {ECO:000
B3KRK9	cDNA FLJ34500 fis, clone HLUNG2005479, highly similar to Phosphoinositide 3-kinase regulatory subuni
A0A224ANK2	APC
C9J470	NCAPH
Q8NB82	cDNA FLJ34103 fis, clone FCBBF3007859, moderately similar to Human putative protein B2 mRNA {ECO:000
O43812	DUX1
B3KRM2	Serine/threonine-protein phosphatase {ECO:0000256|RuleBase:RU004273}
O43815	STRN
Q8NB89	cDNA FLJ34068 fis, clone FCBBF3001918, highly similar to SERINE/THREONINE PROTEIN PHOSPHATASE 2A, 65
O43813	LANCL1
O43819	SCO2
O43818	RRP9
H0YE05	RBL1
A8MQB8	FMR1
H3BPT1	MLST8
H0YE00	FRY
P0CH99	ZNF705D
C9JUZ7	STXBP5L
Q8NAV1	PRPF38A
O43823	AKAP8
Q9UQK1	PPP1R3C
O43822	CFAP410
O43820	HYAL3
O43827	ANGPTL7
Q8NB78	KDM1B
B3KRM8	TSN
O43829	ZBTB14
H3BPU5	MLST8
B4DY36	cDNA FLJ51388, highly similar to SNW domain-containing protein 1 {ECO:0000313|EMBL:BAG63598.1}
C9J3V9	CHN1
Q712K3	UBE2R2
Q9BZV1	UBXN6
Q7RTR0	NLRP9
P03901	MT-ND4L
Q7RTR8	TAS2R42
Q5TEE2	HDAC1
P62280	RPS11
P03905	MT-ND4
Q7RTR2	NLRC3
A8MQD4	MIER3
H3BQ34	PKM
P62277	RPS13
D6RGC6	IQGAP2
Q9UQD0	SCN8A
H0YDI4	EMSY
